;title_aline;day_youtube_aline
2154; Fresno - 02 - A Gente Morre Sozinho [Cemitério das Boas Intenções];2021-04-21
2155; Fresno - Acordar (Ao Vivo);2021-04-21
2156; Fresno - Cada Poça dessa Rua Tem Um Pouco de Minhas Lágrimas (Ao Vivo);2021-04-21
2157; Sorriso Ao Sono;2021-04-21
2158; Billie Eilish, Khalid - lovely;2021-04-21
2159; Seafret - Wildfire (Audio);2021-04-21
2160; Cleopatra;2021-04-21
2161; Atlantis;2021-04-21
2162; Seafret - Oceans;2021-04-21
2163; Só Nós Dois;2021-04-21
2164; Quando Bate Aquela Saudade;2021-04-21
2165; Agridoce - Dançando;2021-04-21
2166; Phill Veras - Das Palavras A Pele;2021-04-21
2167; Billie Eilish - Therefore I Am (Lyrics);2021-04-21
2168; Rodrigo Alarcon - Apesar de Querer | Sofar Goiânia;2021-04-21
2169; Phill Veras - Me Leva (Lyric Video Oficial);2021-04-21
2170; CAUÊ MOURA E LUCAS INUTILISMO - Flow Podcast #352;2021-04-21
2171; Mais que 8 Minutos #052 (GAULES);2021-04-21
2172; alanzoka jogando Tower Unite com galaxyy, ljoga, cap, mrfall e vx;2021-04-20
2173; alanzoka joga Intruder com os amigos;2021-04-20
2174; The Saddest Scene In Fullmetal Alchemist: Brotherhood | Nina & Alexander | Netflix India;2021-04-20
2175; alanzoka descobrindo quem é o maior mentiroso entre seus amigos;2021-04-20
2176; Magic: The Gathering Arena - Noob vs Pauper;2021-04-20
2177; It Takes Two - Dia de Discutir Relação;2021-04-20
2178; O que fazer com a SUA OPINIÃO | Gaveta na Cara;2021-04-20
2179; Flume & Chet Faker - Drop the Game [Official Music Video];2021-04-20
2180; Do I Wanna Know?;2021-04-20
2181; 505;2021-04-20
2182; The Strokes - You Only Live Once (Official Music Video);2021-04-20
2183; Why'd You Only Call Me When You're High?;2021-04-20
2184; The Weeknd - Call Out My Name (Official Video);2021-04-20
2185; Let It Happen;2021-04-20
2186; Die For You;2021-04-20
2187; Far Caspian - Between Days [Full Ep];2021-04-20
2188; Childish Gambino - Redbone (Official Audio);2021-04-20
2189; The Weeknd - Save Your Tears (Official Music Video);2021-04-20
2190; Passionfruit;2021-04-20
2191; Daft Punk ft. Julian Casablancas - Instant Crush (Official Video);2021-04-20
2192; Tame Impala - The Less I Know the Better (Official Audio);2021-04-20
2193; SPACE TODAY - Inteligência Ltda. Podcast #113;2021-04-20
2194; CRIS PEREIRA - Inteligência Ltda. Podcast #120;2021-04-20
2195; Mais que 8 Minutos #052 (GAULES);2021-04-20
2196; BRUNO SUTTER - Flow Podcast #350;2021-04-20
2197; BRUNA LOUISE - Venus Podcast #33;2021-04-20
2198; AFONSO PADILHA - Flow Podcast #202;2021-04-16
2199; MURILO COUTO - Flow Podcast #280;2021-04-16
2200; Mais que 8 Minutos #006 (Murilo Couto);2021-04-16
2201; Mais que 8 Minutos #051 (Criss Paiva);2021-04-16
2202; Phill Veras - Me Leva (Lyric Video Oficial);2021-04-15
2203; The Cinematic Orchestra - 'To Build A Home';2021-04-15
2204; Pode Vir Comigo;2021-04-15
2205; Tim Bernardes - Não;2021-04-15
2206; Mulher;2021-04-15
2207; Liniker - Zero;2021-04-15
2208; Vicio;2021-04-15
2209; PEDRO LOOS (CIÊNCIA TODO DIA) - Flow Podcast #55;2021-04-15
2210; Evolução e dispersão dos HOMINÍDEOS (Parte 2: demasiado humanos) (#Pirula 338.2);2021-04-15
2211; Evolução e dispersão dos HOMINÍDEOS (Parte 1: origem das espécies) (#Pirula 338.1);2021-04-15
2212; PETER JORDAN (EI NERD) - Inteligência Ltda. Podcast #025;2021-04-15
2213; HOMEM GOSTA DE MULHER MAIS NOVA PORQUE É INSEGURO com Bruna Louise;2021-04-15
2214; Novo Nissan Kicks - Ative sua atitude;2021-04-15
2215; JÚLIO COCIELO  - Podpah #31;2021-04-15
2216; TATA ESTANIECKI - Podpah #89;2021-04-15
2217; DELEGADO DA CUNHA - PODIHHCAST #71;2021-04-14
2218; Flávia Alessandra relembra acidente em Nova Iorque | Que História é essa, Porchat?;2021-04-14
2219; Ela não desistiu até achar seu celular roubado | Que História é essa, Porchat?;2021-04-14
2220; #YouTubeBlack Vozes Negras;2021-04-14
2221; Patricia Poeta revela gafe ao vivo mais marcante de sua carreira | Que História é essa, Porchat?;2021-04-14
2222; Paulinho Serra foi parar numa delegacia acusado de um crime | Que História é essa, Porchat?;2021-04-14
2223; PRIMEIRO SHOW DE TALENTOS 🌟;2021-04-14
2224; VENDEMOS O JOVEM NERD!!! (não é bait);2021-04-14
2225; Live 13/04/21 - Pode melhorar;2021-04-14
2226; JÚLIO COCIELO - Flow Podcast #313;2021-04-14
2227; IBERÊ THENÓRIO - Flow Podcast #241;2021-04-14
2228; Tom Veiga: Agredido? Envenenado? O Que é VERDADE? (Análise de Linguagem Corporal - Metaforando);2021-04-14
2229; Live 13/04/21 - Pode melhorar;2021-04-14
2230; Heróis da Liga da Justiça e da Black Friday;2021-04-13
2231; Top 10 Cliffhangers;2021-04-13
2232; Top 10 Piores pais;2021-04-13
2233; Futuro da MARVEL + novidade INACREDITÁVEL;2021-04-13
2234; E SE...? TrailerOffice - WHAT IF...? [Marvel];2021-04-13
2235; Trailer de LOKI - Multiverso e Lendas Urbanas;2021-04-13
2236; TrailerOffice - Loki: O variante meliante;2021-04-13
2237;" CHARLES ""DO BRONXS"" OLIVEIRA - Flow Podcast #346";2021-04-13
2238; WHINDERSSON NUNES - Inteligência Ltda. Podcast #115;2021-04-13
2239; Mais que 8 Minutos #050 (Maurício Meirelles);2021-04-13
2240; MAURICIO MEIRELLES É O COVEIRO DA INTERNET!;2021-04-13
2241; dorival - academia da berlinda | mariana froes & rodrigo alarcon;2021-04-13
2242; Castello Branco - O Peso Do Meu Coração;2021-04-13
2243; Só Nós Dois;2021-04-13
2244; Phill Veras - Das Palavras A Pele;2021-04-13
2245; O Velho e o Mar;2021-04-13
2246; Ensaio Sobre Ela;2021-04-13
2247; Sorriso Ao Sono;2021-04-13
2248; Tuyo - Solamento + Amadurece e Apodrece / HAI STUDIO;2021-04-13
2249; fresno - natureza caos (LYRIC VIDEO) - sua alegria foi cancelada;2021-04-13
2250; Zeca Veloso, Caetano Veloso, Moreno Veloso - Todo Homem ft. Tom Veloso;2021-04-13
2251; Los Hermanos - Conversa De Botas Batidas (Video);2021-04-13
2252; Francisco, el Hombre - Triste, Louca ou Má (OFICIAL);2021-04-13
2253; Liniker e os Caramelows - Calmô (Official Music Video);2021-04-13
2254; The Cinematic Orchestra - 'To Build A Home';2021-04-13
2255; Cícero - Açúcar ou adoçante?;2021-04-13
2256; O Terno - Volta;2021-04-13
2257; Quando Bate Aquela Saudade;2021-04-13
2258; Cícero - Tempo de Pipa;2021-04-13
2259; Liniker - Zero;2021-04-13
2260; Pode Vir Comigo;2021-04-13
2261; Los Hermanos - Sentimental (Video);2021-04-13
2262; Mulher;2021-04-13
2263; Tim Bernardes - Não;2021-04-13
2264; Vicio;2021-04-13
2265; Phill Veras - Me Leva (Lyric Video Oficial);2021-04-13
2266; PIOR E MELHOR DO BBB21, ARIANA NO THE VOICE, LIL NAS X POLÊMICO, COMEBACK DA DEMI | Foquinha;2021-04-12
2267; ENTENDA A LUTA DE DEMI E SEU NOVO MOMENTO COM DANCING WITH THE DEVIL | Foquinha FBI;2021-04-12
2268; REY BIANNCHI - Inteligência Ltda. Podcast #114;2021-04-12
2269; Edição do CAOS no Snyder Cut! | GAVETA;2021-04-12
2270; SE É PRA BOMBAR, BOMBEI! - Ep.1532;2021-04-12
2271; Los Hermanos - Sentimental (Video);2021-04-11
2272; Fuga nº3 da Rua Nestor - Cícero;2021-04-11
2273; Mulher - Phill Veras (Lyric Vídeo);2021-04-11
2274; Tim Bernardes - Não;2021-04-11
2275; Vício - Phill Veras;2021-04-11
2276; Lana Del Rey - Born To Die (Official Music Video);2021-04-11
2277; The Lumineers - Angela;2021-04-11
2278; The Lumineers - Ophelia;2021-04-11
2279; The Lumineers - Cleopatra;2021-04-11
2280; The Lumineers - Sleep On The Floor (Official Video);2021-04-11
2281; Lord Huron - The Night We Met (Official Lyric Video);2021-04-11
2282; The Cinematic Orchestra - 'To Build A Home';2021-04-11
2283; Billie Eilish - when the party's over (Audio);2021-04-11
2284; Billie Eilish - No Time To Die (Audio);2021-04-11
2285; Billie Eilish - everything i wanted (Audio);2021-04-11
2286; Billie Eilish - bury a friend;2021-04-11
2287; Billie Eilish - Therefore I Am (Lyrics);2021-04-11
2288; Blank Space;2021-04-11
2289; Miley Cyrus - Party In The U.S.A. (Official Video);2021-04-11
2290; Miley Cyrus - Angels Like You (Official Video);2021-04-11
2291; FUI CORNO DURANTE UM ANO - LUCAS INUTILISMO | CORTES DO GLOW;2021-04-11
2292; iFood Brain Meetup - Como dados tem revolucionado as mídias tradicionais;2021-04-11
2293; DR. GUSTAVO CABRAL (IMUNOLOGISTA) - Inteligência Ltda. Podcast #108;2021-04-09
2294; RODRIGO CAPELLA - Inteligência Ltda. Podcast #112;2021-04-09
2295; Mais que 8 Minutos #049 (Thammy Miranda);2021-04-09
2296; Chegou o Aniversário Shoptime!  | O presente pra sua casa está aqui com até 80% de desconto!;2021-04-09
2297; Tráfico de fósseis. (#Pirula 342) feat. Colecionadores de Ossos e prof. Felipe Pinheiro.;2021-04-09
2298; DINOSSAUROS: PREPARANDO O TERRENO (Triássico) (#Pirula 277);2021-04-09
2299; DINOSSAUROS: CRIANDO CASCA GROSSA (Jurássico) (#Pirula 277);2021-04-09
2300; DINOSSAUROS - CARNOSSAUROS: GARRAS E DENTES (Jurássico) (#Pirula 277);2021-04-09
2301; DINOSSAUROS: AURORA (origem e primeiras linhagens) (#Pirula 277);2021-04-08
2302; KRAKATOA (#Pirula 283);2021-04-08
2303; RICARDO VENTURA - Venus Podcast #27;2021-04-08
2304; AFONSO PADILHA - Venus Podcast #29;2021-04-08
2305; Novo De Férias com o Ex: Celebs estreia HOJE!;2021-04-08
2306; Mais que 8 Minutos #048 (Wanderlei Silva);2021-04-08
2307; “NÃO USO O BANHEIRO PERTO DA NIVY” Com Felipe Castanhari;2021-04-08
2308; LUCAS INUTILISMO SE DESENTENDE COM RAFINHA BASTOS;2021-04-08
2309; JUKANALHA - Inteligência Ltda. Podcast #101;2021-04-08
2310; DELEGADO BRUNO LIMA - Inteligência Ltda. Podcast #111;2021-04-08
2311; MARCO LUQUE - Inteligência Ltda. Podcast #109;2021-04-08
2312; Quanto você Mente?;2021-04-08
2313; RAPHAËL LIMA (IDEIAS RADICAIS) - Inteligência Ltda. Podcast #110;2021-04-08
2314; BOLÍVIA - Flow Podcast #342;2021-04-08
2315; VITÃO - Flow Podcast #343;2021-04-08
2316; LUCAS INUTILISMO CONTA QUEM SÃO SEUS CRUSHES | CORTES DO GLOW;2021-04-08
2317; MOTIVOS PARA (RE)ASSISTIR A NOVELA ‘A FAVORITA’ | Diva Depressão;2021-04-07
2318; Visite o Nerdbunker - #NerdQ;2021-04-07
2319; Revolução dos Efeitos Visuais;2021-04-07
2320; Bright é bom ou não?;2021-04-07
2321; Filmes de 2018;2021-04-07
2322; Desafios na CCXP 2017;2021-04-07
2323; O que é o Nerdbunker?;2021-04-07
2324; O melhor e o pior filme de 2017;2021-04-07
2325; Top 10 filmes que achamos que seriam bons;2021-04-07
2326; Top 10 Super Vilões ( No universo cinematográfico dos quadrinhos );2021-04-07
2327; Nicolas Cage lutando Jiu Jitsu contra alienígenas!;2021-04-07
2328; BB | Pra tudo que você imaginar;2021-04-07
2329; Tim Bernardes - Recomeçar (2017) (Full Album);2021-04-06
2330; Assopre esse vídeo e veja o que acontece | Netflix Brasil #Shorts;2021-04-06
2331; Evolução e dispersão dos HOMINÍDEOS (Parte 2: demasiado humanos) (#Pirula 338.2);2021-04-03
2332; A TRAGÉDIA DA ILHA CLIPPERTON (#Pirula 347);2021-04-03
2333; DEMANDAR PRESENÇA;2021-04-03
2334; GENTE DESCOBRINDO TRAIÇÃO, ANDRESSA MAMANDO, WEBNAMORO e mais...;2021-04-03
2335; Mais que 8 Minutos #006 (Murilo Couto);2021-04-02
2336; Mais Que 8 Minutos #001 (Cauê Moura);2021-04-02
2337; Mais que 8 Minutos #004 (Vitor Metaforando);2021-04-02
2338; QUEM LEMBRA? (QUADRO NOVO) - Ep. 1530;2021-04-02
2339; Mais que 8 Minutos #047 (Nil Agra);2021-04-02
2340; Mais que 8 Minutos #033 (Afonso Padilha);2021-04-01
2341; BOLSONARO ESTÁ PREPARANDO O GOLPE?;2021-04-01
2342; AGROECOLOGIA E AGRICULTURA FAMILIAR;2021-04-01
2343; Vick Primeira Proteção | O novo jeito de combater o avanço do vírus do resfriado;2021-04-01
2344; TODOS OS SEGREDOS E CÓDIGOS DE UM MOTORISTA DE APLICATIVO - ACHISMOS #28;2021-04-01
2345; NEGOCIADOR DE SEQUESTROS - ACHISMOS #27;2021-04-01
2346; AS HISTÓRIAS MAIS PESADAS DE UM EX VICIADO - ACHISMOS #29;2021-04-01
2347; NANY PEOPLE - Inteligência Ltda. Podcast #066;2021-04-01
2348; GIL E JULIETTE: UMA TRAJETÓRIA DE AMIZADE E TRETAS NO BBB21 | Foquinha FBBBI;2021-04-01
2349; Diálogos GNT | A importância da liderança feminina nas empresas;2021-04-01
2350; Diálogos GNT | Mulheres de mais de 50 falam sobre a ressignificação do feminino;2021-04-01
2351; Gisele Bundchen and Tom Brady - Conversa com Bial (March 26, 2021);2021-04-01
2352; Off To The Races;2021-04-01
2353; *SUMMER WINE*;2021-04-01
2354; The Strokes - You Only Live Once (Official Music Video);2021-04-01
2355; Sad Girl;2021-04-01
2356; Cola;2021-04-01
2357; Billie Eilish, Khalid - lovely;2021-04-01
2358; Seafret - Wildfire (Audio);2021-04-01
2359;" The Lumineers - ""Stubborn Love"" (Official Video)";2021-04-01
2360; Salvatore;2021-04-01
2361; X Ambassadors - Renegades (Lyric Video);2021-04-01
2362; Arctic Monkeys - Do I Wanna Know? (Official Video);2021-04-01
2363; Seafret - Love Won't Let Me Leave (Lyric Video);2021-04-01
2364; The Lumineers - Ophelia;2021-04-01
2365; Lana Del Rey - Young and Beautiful (Official Music Video);2021-04-01
2366; LANA DEL REY- BORN TO DIE;2021-04-01
2367; Kings Of Leon - Sex on Fire (Official Video);2021-04-01
2368; Hozier - Take Me To Church;2021-04-01
2369; Billie Eilish - everything i wanted (Audio);2021-04-01
2370; Why'd You Only Call Me When You're High?;2021-04-01
2371; Billie Eilish - Therefore I Am (Lyrics);2021-04-01
2372; Billie Eilish - No Time To Die (Audio);2021-04-01
2373; Lana Del Rey - Blue Jeans (Official Video);2021-04-01
2374; Lord Huron - The Night We Met (Official Lyric Video);2021-04-01
2375; Lana Del Rey - Brooklyn Baby (Official Audio);2021-04-01
2376; Fleabag’s Hot Priest Being Hot | Prime Video;2021-04-01
2377; Fleabag: He's a bit annoying, actually;2021-04-01
2378; https://www.youtube.com/watch?v=ZZaBDUPT0Qg;2021-04-01
2379; Ser adulto é bem solitário e fleabag é de partir o coração| feat. Redatora de M;2021-04-01
2380;" Fleabag 2x06 - ""I Love You"" - Ending Scene (1080p)";2021-04-01
2381; Fleabag 2ªTemporada - Why You Should Look Forward To The Menopause (Com Legenda);2021-04-01
2382; Fleabag being scarily relatable for 8 minutes;2021-04-01
2383; GRETCHEN - Flow Podcast #334;2021-04-01
2384; NOSTALDIVA - ANALISANDO SAGA CREPÚSCULO | Diva Depressão;2021-04-01
2385; OS TIPOS DE CELEBRIDADES BRASILEIRAS | Diva Depressão;2021-04-01
2386; AMIGOS NAS TELAS, “INIMIGOS” NOS BASTIDORES | Diva Depressão;2021-04-01
2387; GRAMMY 2021: LOOKS, PERFORMANCES E POLÊMICAS | Diva Depressão;2021-04-01
2388; NOSTALDIVA - MOMENTOS ICÔNICOS DE 'REBELDE BRASIL' | Diva Depressão;2021-04-01
2389; NOSTALDIVA - GLITTER: O MELHOR REALITY QUE JÁ EXISTIU | Diva Depressão;2021-04-01
2390; NOSTALDIVA - MULHERES RICAS: O REALITY OSTENTAÇÃO | Diva Depressão;2021-04-01
2391; OS PIORES E MELHORES CASAIS DA HISTÓRIA DO BBB | Diva Depressão;2021-04-01
2392; MILIONÁRIOS BRASILEIROS QUE PERDERAM TUDO #2 | NATH FINANÇAS;2021-04-01
2393; QUANTO EU GANHEI NO MEU PRIMEIRO PAGAMENTO DO YOUTUBE?  | NATH FINANÇAS;2021-04-01
2394; QUANTO COBRAR POR UMA PUBLI NO INSTAGRAM? FEAT @Gabi Oliveira | NATH FINANÇAS;2021-04-01
2395; COMO A OPRAH WINFREY SE TORNOU BILIONÁRIA? #9 | NATH FINANÇAS;2021-04-01
2396; BILIONÁRIOS QUE PERDERAM TUDO #11 | NATH FINANÇAS;2021-04-01
2397; ESSE COACH É MUITO DESUMANO! #10 | NATH FINANÇAS;2021-04-01
2398; DICAS PERFEITAS DO COACH #11;2021-04-01
2399; MILIONÁRIOS QUE PERDERAM TUDO #14;2021-04-01
2400; MILIONÁRIOS QUE PERDERAM TUDO #13;2021-04-01
2401; SPACE TODAY - Flow Podcast #231;2021-04-01
2402; YOSHI  UM DINOSSAURO CONTRA A EXTINÇÃO DA INOCÊNCIA #meteoro doc;2021-04-01
2403; Xadrez Verbal e Atila Iamarino - Especial Coronavírus #32;2021-04-01
2404; Live 31/03/21 - Ainda vai demorar;2021-03-31
2405; Mais que 8 Minutos #038 (Max BBB9);2021-03-31
2406; PANDEMIA FOI A PORTA DE ENTRADA PARA OS PODCASTS? com Igor 3K;2021-03-31
2407; Gastamo$ tudo na $DCC;2021-03-31
2408; Trailer de Top Gun: Maverick;2021-03-31
2409; Trailer de Mulan;2021-03-31
2410; Top 10 Poses cinematográficas;2021-03-31
2411; Stranger Things 3 Trailer;2021-03-31
2412; Top 10 atores versáteis;2021-03-31
2413; Terrivelmente belo trailer de O Esquadrão Suicida;2021-03-31
2414; Geladeira Samsung Evolution com POWERvolt;2021-03-31
2415; GTAIV: Lost and Damned - Patéticos MC;2021-03-31
2416; Red Dead Redemption - O bom pastor;2021-03-31
2417; Billie Eilish - Ocean Eyes (Official Music Video);2021-03-31
2418; The Weeknd - Save Your Tears (Official Music Video);2021-03-31
2419; Lord Huron - The Night We Met (Official Lyric Video);2021-03-31
2420; Snow Patrol - Open Your Eyes (Official Video);2021-03-31
2421; Garoto | Só o Cacau Explica;2021-03-31
2422; The Cinematic Orchestra - 'To Build A Home';2021-03-31
2423; The Weeknd - Save Your Tears / In Your Eyes (Live on The 2020 American Music Awards);2021-03-31
2424; Rihanna - Diamonds;2021-03-31
2425; The Weeknd - Can't Feel My Face (Official Video);2021-03-31
2426; Lana Del Rey - Born To Die (Official Music Video);2021-03-31
2427; Imagine Dragons - Radioactive;2021-03-31
2428; Billie Eilish - Therefore I Am (Lyrics);2021-03-31
2429; Lana Del Rey - West Coast;2021-03-31
2430; Lana Del Rey - Shades Of Cool;2021-03-31
2431; Lana Del Rey - Blue Jeans (Official Video);2021-03-31
2432; Lana Del Rey - Brooklyn Baby (Official Audio);2021-03-31
2433; 7 DICAS PRÁTICAS PARA NEGOCIAR O ALUGUEL (agora ou nunca!) | Finanças Femininas;2021-03-31
2434; CASA PRÓPRIA NÃO É INVESTIMENTO!  A mentira que você acreditou a vida toda...;2021-03-31
2435; MILIONÁRIA MORANDO DE ALUGUEL? Tour pelo meu apê e uma cagada;2021-03-31
2436; 14 NOVAS/ANTIGAS PROFISSÕES EM ALTA NA PANDEMIA! A profissão 8 É SURREAL!;2021-03-31
2437; Caso Henry: Quem pode ser preso? Como funciona um processo criminal? (Metaforando);2021-03-31
2438; NANDO VIANA - Inteligência Ltda. Podcast #102;2021-03-31
2439; 🔴 BBB21: DEU RUIM P/ SARAH? BARRACO MINION NO JOGO DA DISCÓRDIA! - Nunca Te Pedi Nada;2021-03-31
2440; Rubel - Quadro Verde [Áudio Oficial];2021-03-31
2441; O Terno - Volta;2021-03-31
2442; Tim Bernardes - Recomeçar;2021-03-31
2443; Cícero - Tempo de Pipa;2021-03-31
2444; Rodrigo Alarcon - Apesar de Querer | Sofar Goiânia;2021-03-31
2445; Agridoce - Dançando;2021-03-31
2446; Los Hermanos - Sentimental (Video);2021-03-31
2447; Tim Bernardes - Era O Fim;2021-03-31
2448; Ensaio Sobre Ela;2021-03-31
2449; Redução de Danos | Quarentena - Ep 01 Temp 02;2021-03-31
2450; Tim Bernardes - Ela;2021-03-31
2451; Vicio;2021-03-31
2452; Tim Bernardes - Não;2021-03-31
2453; Mulher - Phill Veras (Lyric Vídeo);2021-03-31
2454; NANDO VIANA E A PATERNIDADE | THIAGO VENTURA - Inteligência Ltda. Podcast;2021-03-31
2455; Redução de Danos | Geração Canguru - Ep 02 Temp 02;2021-03-31
2456; COMO RESOLVER PROBLEMAS MATERNOS com ELAINNE OURIVES!;2021-03-31
2457; ASSUMINDO TRETA ALHEIA, IRMÃ BAGUNCEIRA e OUTRA IRRESPONSÁVEL!!;2021-03-31
2458; 🔴 AO VIVO! Porchat + Dani Calabresa, Rafa Brites e Roberta Freitas no esquenta da estreia;2021-03-31
2459; Ninguém tem mais tempo pra nada! | Dani Calabresa e Pedroca Monteiro | DANI-SE;2021-03-31
2460; Posso te dar minha opinião? DANI-SE!;2021-03-30
2461; Para o que você dá um dane-se? | Mini Saia | Saia Justa;2021-03-30
2462; Como superar grandes traumas? | Mini Saia | Saia Justa;2021-03-30
2463; 🔴 AO VIVO: 🏆  Troféu Que História é essa, Porchat? com Fábio Porchat e Dani Calabresa;2021-03-30
2464; CHRIS FICA MILIONÁRIO NO FINAL;2021-03-30
2465; The Strokes - The Adults Are Talking (Official Video);2021-03-30
2466; Vance Joy - 'Riptide' Official Video;2021-03-30
2467; Billie Eilish - everything i wanted (Audio);2021-03-30
2468; The Strokes - You Only Live Once (Official Music Video);2021-03-30
2469; Billie Eilish - No Time To Die (Audio);2021-03-30
2470; Why'd You Only Call Me When You're High?;2021-03-30
2471; Lana Del Rey - Blue Jeans (Official Video);2021-03-30
2472; Milky Chance - Stolen Dance (Official Video);2021-03-30
2473; Lana Del Rey - Brooklyn Baby (Official Audio);2021-03-30
2474; Believer;2021-03-30
2475; Lord Huron - The Night We Met (Official Lyric Video);2021-03-30
2476; Sex on Fire;2021-03-30
2477; Paramore cover Drake's Passionfruit in the Live Lounge;2021-03-30
2478; Billie Eilish - Therefore I Am (Official Music Video);2021-03-30
2479; Queen - Bohemian Rhapsody (Live at Rock Montreal, 1981) [HD];2021-03-30
2480; The Weeknd - Heartless (Official Video);2021-03-30
2481; The Weeknd - Save Your Tears (Official Music Video);2021-03-30
2482; Alucinacao;2021-03-30
2483; No Role Modelz;2021-03-30
2484; LÁ VEM O COACH SEM NOÇÃO #7 | NATH FINANÇAS;2021-03-30
2485; BILIONÁRIOS QUE PERDERAM TUDO #8 | NATH FINANÇAS;2021-03-30
2486; BILIONÁRIOS QUE PERDERAM TUDO #4 | NATH FINANÇAS;2021-03-30
2487; BILIONÁRIOS QUE PERDERAM TUDO #3 | NATH FINANÇAS;2021-03-30
2488; QUANTO EU GANHEI NO MEU PRIMEIRO PAGAMENTO DO YOUTUBE?  | NATH FINANÇAS;2021-03-30
2489; QUANTO COBRAR POR UMA PUBLI NO INSTAGRAM? FEAT @Gabi Oliveira | NATH FINANÇAS;2021-03-30
2490; COMO A OPRAH WINFREY SE TORNOU BILIONÁRIA? #9 | NATH FINANÇAS;2021-03-30
2491; DICAS PERFEITAS DO COACH #11;2021-03-30
2492; ESSE COACH É MUITO DESUMANO! #10 | NATH FINANÇAS;2021-03-30
2493; BILIONÁRIOS QUE PERDERAM TUDO #11 | NATH FINANÇAS;2021-03-30
2494; BILIONÁRIOS QUE PERDERAM TUDO #10 | NATH FINANÇAS;2021-03-30
2495; A MENINA BABOSA do TIKTOK;2021-03-30
2496; o cara que desistiu de mulher;2021-03-30
2497; MILIONÁRIOS BRASILEIROS QUE PERDERAM TUDO #2 | NATH FINANÇAS;2021-03-30
2498; BILIONÁRIOS QUE PERDERAM TUDO #7 | NATH FINANÇAS;2021-03-30
2499; BILIONÁRIOS QUE PERDERAM TUDO #15;2021-03-30
2500; The Long Dark - Que Wendel Bezerra nos ajude!;2021-03-30
2501; Euro Truck Simulator 2 - Camentrucker;2021-03-30
2502; Skyrim -  Consertando a vida;2021-03-30
2503; GTAV - Baby Driver;2021-03-30
2504; GTAV - Moto Noobs M.C.;2021-03-30
2505; VITOR METAFORANDO - Flow Podcast #154;2021-03-30
2506; A ALEGRIA DA BAIXINHA - Ep.1068;2021-03-30
2507; ELA PEGA NO MEU PÉ! - Ep.1067;2021-03-30
2508; CADÊ MEU MEL? - Ep.1013;2021-03-30
2509; COISAS QUE JUREI NÃO FAZER E FIZ - Ep.1012;2021-03-30
2510; AS BOBEIRAS QUE EU PENSAVA - Ep.898;2021-03-30
2511; CRIATIVIDADE NA ESCOLA - Ep.919;2021-03-30
2512; VIAGENS FURADAS (NEM TE CONTO!) - Ep. 1348;2021-03-30
2513; NEM TE CONTO COMO QUASE MATAMOS NOSSAS IRMÃS - Ep. 1458;2021-03-30
2514; AP. RINA (BOLA DE NEVE CHURCH) - Inteligência Ltda. Podcast #103;2021-03-30
2515; POP TRISTE: O QUE AMY, ADELE, LANA, LORDE, BILLIE, OLIVIA RODRIGO TÊM EM COMUM? | Foquinha FBI;2021-03-30
2516; Queen - Greatest Video Hits 1 (DVD, 2002);2021-03-30
2517; Liniker - Zero;2021-03-30
2518; Poeira Estelar - Lucas Silveira (Fresno) | Salaquar;2021-03-30
2519; Sua Alegria Foi Cancelada;2021-03-30
2520; Vício - Phill Veras;2021-03-30
2521; Mulher - Phill Veras (Lyric Vídeo);2021-03-30
2522; Quando Eu Caí;2021-03-30
2523; Fresno - Cada Poça dessa Rua Tem Um Pouco de Minhas Lágrimas (Ao Vivo);2021-03-30
2525; alanzoka jogando Paradise Lost - Parte 2;2021-03-30
2526; alanzoka jogando Paradise Lost - Parte 1;2021-03-30
2527; Mafia: Definitive Edition - Bem-vindo a família!;2021-03-30
2528; Iron Harvest - O resgate do soldado Piotr;2021-03-30
2529; VEM AÍ O COACH DE MERD4... LITERALMENTE 💩 #17;2021-03-30
2530; Você sabe como funciona a Caneta Azul?;2021-03-30
2531; Por que as mulheres são especiais como os gatos;2021-03-30
2532; Mais que 8 Minutos #026 (Diogo Defante);2021-03-29
2533; Mais que 8 Minutos #046 (Felipe Andreoli);2021-03-29
2534; VALE A PENA VIRAR YOUTUBER? com Nyvi Estephan;2021-03-29
2535; GIANZÃO e SERGINHO . A História do #FlowPodcast . Sistema Solari PODCAST #099;2021-03-29
2536; LUCAS INUTILISMO . Sistema Solari PODCAST #103;2021-03-29
2537; High For This;2021-03-29
2538; Lana Del Rey - Born To Die (Official Music Video);2021-03-29
2539; The Weeknd - Wicked Games;2021-03-29
2540; Passionfruit;2021-03-29
2541; No Role Modelz;2021-03-29
2542; The Weeknd - I Was Never There feat. Gesaffelstein (Official Audio);2021-03-29
2543; Billie Eilish, Khalid - lovely;2021-03-29
2544; The Weeknd - Can't Feel My Face (Official Video);2021-03-29
2545; Travis Scott - Antidote;2021-03-29
2546; Lana Del Rey - Video Games;2021-03-29
2547; Starboy;2021-03-29
2548; Hozier - Take Me To Church;2021-03-29
2549; The Hills;2021-03-29
2550; Travis Scott - goosebumps ft. Kendrick Lamar;2021-03-29
2551; Daft Punk ft. Julian Casablancas - Instant Crush (Official Video);2021-03-29
2552; The Weeknd - Hurt You feat. Gesaffelstein (Official Audio);2021-03-29
2553; Blinding Lights;2021-03-29
2554; Lana Del Rey - Summertime Sadness (Official Music Video);2021-03-29
2555; Joji - SLOW DANCING IN THE DARK;2021-03-29
2556; Die For You;2021-03-29
